Country,Year,Fueltype,Sector,CO2_Mt
Algeria,2010,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2011,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2012,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2013,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2014,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2015,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2016,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2017,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2018,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2019,Biomass,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2010,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2011,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2012,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2013,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2014,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2015,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2016,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2017,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2018,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2019,Coal,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2010,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2011,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2012,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2013,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2014,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2015,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2016,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2017,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2018,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2019,"Crude, NGL, Ref Feeds.","Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2010,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.277432866
Algeria,2011,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.635929129
Algeria,2012,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.71879846
Algeria,2013,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.771121424
Algeria,2014,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.795412243
Algeria,2015,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.847880929
Algeria,2016,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.892925957
Algeria,2017,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.952470212
Algeria,2018,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.910661291
Algeria,2019,Natural gas,"Agriculture, forestry, hunting, fishing and husbandry",0.952225461
Algeria,2010,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",4.12E-05
Algeria,2011,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2012,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2013,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2014,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2015,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2016,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0
Algeria,2017,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0.000843808
Algeria,2018,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0.001694795
Algeria,2019,Oil products,"Agriculture, forestry, hunting, fishing and husbandry",0.001698818
Algeria,2010,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.011513953
Algeria,2011,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2012,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2013,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.010319849
Algeria,2014,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.002656417
Algeria,2015,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.002621601
Algeria,2016,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.002788321
Algeria,2017,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.004835853
Algeria,2018,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.01011298
Algeria,2019,Biomass,"Coal Mining, Petroleum and Natural Gas Extraction",0.004681062
Algeria,2010,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2011,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2012,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2013,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2014,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2015,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2016,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2017,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2018,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2019,Coal,"Coal Mining, Petroleum and Natural Gas Extraction",0
Algeria,2010,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.595745696
Algeria,2011,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.564021129
Algeria,2012,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.538641476
Algeria,2013,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.126222111
Algeria,2014,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.611607979
Algeria,2015,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.95106084
Algeria,2016,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.605263065
Algeria,2017,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.43077795
Algeria,2018,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.608435522
Algeria,2019,"Crude, NGL, Ref Feeds.","Coal Mining, Petroleum and Natural Gas Extraction",1.237258094
Algeria,2010,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",9.957476152
Algeria,2011,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",9.714373168
Algeria,2012,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",11.21485857
Algeria,2013,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",11.59826309
Algeria,2014,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",13.1639214
Algeria,2015,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",11.04706939
Algeria,2016,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",10.35736439
Algeria,2017,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",9.449517681
Algeria,2018,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",8.737894156
Algeria,2019,Natural gas,"Coal Mining, Petroleum and Natural Gas Extraction",9.478264268
Algeria,2010,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.306625265
Algeria,2011,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.613657609
Algeria,2012,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.353712459
Algeria,2013,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.376215895
Algeria,2014,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.436029001
Algeria,2015,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.327859357
Algeria,2016,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.365368024
Algeria,2017,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.332883817
Algeria,2018,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.15871282
Algeria,2019,Oil products,"Coal Mining, Petroleum and Natural Gas Extraction",0.047474535
Algeria,2010,Biomass,Construction,0
Algeria,2011,Biomass,Construction,0
Algeria,2012,Biomass,Construction,0
Algeria,2013,Biomass,Construction,0
Algeria,2014,Biomass,Construction,0
Algeria,2015,Biomass,Construction,0
Algeria,2016,Biomass,Construction,0
Algeria,2017,Biomass,Construction,0
Algeria,2018,Biomass,Construction,0
Algeria,2019,Biomass,Construction,0
Algeria,2010,Coal,Construction,0
Algeria,2011,Coal,Construction,0
Algeria,2012,Coal,Construction,0
Algeria,2013,Coal,Construction,0
Algeria,2014,Coal,Construction,0
Algeria,2015,Coal,Construction,0
Algeria,2016,Coal,Construction,0
Algeria,2017,Coal,Construction,0
Algeria,2018,Coal,Construction,0
Algeria,2019,Coal,Construction,0
Algeria,2010,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2011,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2012,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2013,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2014,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2015,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2016,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2017,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2018,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2019,"Crude, NGL, Ref Feeds.",Construction,0
Algeria,2010,Natural gas,Construction,0.422781787
Algeria,2011,Natural gas,Construction,0.007722042
Algeria,2012,Natural gas,Construction,0.007722042
Algeria,2013,Natural gas,Construction,0.007722042
Algeria,2014,Natural gas,Construction,0.009652552
Algeria,2015,Natural gas,Construction,0.007722042
Algeria,2016,Natural gas,Construction,0.007722042
Algeria,2017,Natural gas,Construction,0.007722042
Algeria,2018,Natural gas,Construction,0.011583063
Algeria,2019,Natural gas,Construction,0.011583063
Algeria,2010,Oil products,Construction,0.975910921
Algeria,2011,Oil products,Construction,1.076798305
Algeria,2012,Oil products,Construction,0.608320907
Algeria,2013,Oil products,Construction,0.555379998
Algeria,2014,Oil products,Construction,0.652271787
Algeria,2015,Oil products,Construction,0.737176965
Algeria,2016,Oil products,Construction,0.7695832
Algeria,2017,Oil products,Construction,0.705705184
Algeria,2018,Oil products,Construction,0.778872952
Algeria,2019,Oil products,Construction,2.327465891
Algeria,2010,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.001043005
Algeria,2011,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2012,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2013,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000947233
Algeria,2014,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000235951
Algeria,2015,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000239567
Algeria,2016,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000223397
Algeria,2017,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000385839
Algeria,2018,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000823549
Algeria,2019,Biomass,"Logging, Timber, Food, Beverage and Tobacco",0.000402403
Algeria,2010,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2011,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2012,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2013,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2014,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2015,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2016,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2017,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2018,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2019,Coal,"Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2010,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2011,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2012,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2013,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2014,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2015,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2016,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2017,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2018,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2019,"Crude, NGL, Ref Feeds.","Logging, Timber, Food, Beverage and Tobacco",0
Algeria,2010,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.066511555
Algeria,2011,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.132095994
Algeria,2012,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.141347833
Algeria,2013,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.141885064
Algeria,2014,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.155744602
Algeria,2015,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.16663225
Algeria,2016,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.169579213
Algeria,2017,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.185703589
Algeria,2018,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.175312265
Algeria,2019,Natural gas,"Logging, Timber, Food, Beverage and Tobacco",0.181198227
Algeria,2010,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.027784695
Algeria,2011,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.02829376
Algeria,2012,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.024584203
Algeria,2013,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.026942542
Algeria,2014,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.027783583
Algeria,2015,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.028043691
Algeria,2016,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.028072474
Algeria,2017,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.025678882
Algeria,2018,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.009133997
Algeria,2019,Oil products,"Logging, Timber, Food, Beverage and Tobacco",0.003778855
Algeria,2010,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2011,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2012,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2013,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2014,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2015,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2016,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2017,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2018,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2019,Biomass,"Metal Smelting, Pressing and Products",0
Algeria,2010,Coal,"Metal Smelting, Pressing and Products",0.314264098
Algeria,2011,Coal,"Metal Smelting, Pressing and Products",0.08341491
Algeria,2012,Coal,"Metal Smelting, Pressing and Products",0.080103632
Algeria,2013,Coal,"Metal Smelting, Pressing and Products",0.039217262
Algeria,2014,Coal,"Metal Smelting, Pressing and Products",0.019668044
Algeria,2015,Coal,"Metal Smelting, Pressing and Products",0.027175457
Algeria,2016,Coal,"Metal Smelting, Pressing and Products",0
Algeria,2017,Coal,"Metal Smelting, Pressing and Products",0.035975694
Algeria,2018,Coal,"Metal Smelting, Pressing and Products",0.196687575
Algeria,2019,Coal,"Metal Smelting, Pressing and Products",0.131440334
Algeria,2010,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2011,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2012,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2013,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2014,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2015,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2016,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2017,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2018,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2019,"Crude, NGL, Ref Feeds.","Metal Smelting, Pressing and Products",0
Algeria,2010,Natural gas,"Metal Smelting, Pressing and Products",0.494210674
Algeria,2011,Natural gas,"Metal Smelting, Pressing and Products",0.41956427
Algeria,2012,Natural gas,"Metal Smelting, Pressing and Products",0.402833179
Algeria,2013,Natural gas,"Metal Smelting, Pressing and Products",0.343630859
Algeria,2014,Natural gas,"Metal Smelting, Pressing and Products",0.332047796
Algeria,2015,Natural gas,"Metal Smelting, Pressing and Products",0.299872622
Algeria,2016,Natural gas,"Metal Smelting, Pressing and Products",0.193051044
Algeria,2017,Natural gas,"Metal Smelting, Pressing and Products",0.351352901
Algeria,2018,Natural gas,"Metal Smelting, Pressing and Products",0.617763342
Algeria,2019,Natural gas,"Metal Smelting, Pressing and Products",1.149297218
Algeria,2010,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2011,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2012,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2013,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2014,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2015,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2016,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2017,Oil products,"Metal Smelting, Pressing and Products",0
Algeria,2018,Oil products,"Metal Smelting, Pressing and Products",0.000532692
Algeria,2019,Oil products,"Metal Smelting, Pressing and Products",0.012319631
Algeria,2010,Biomass,Minerals Mining and Dressing,0.001861048
Algeria,2011,Biomass,Minerals Mining and Dressing,0
Algeria,2012,Biomass,Minerals Mining and Dressing,0
Algeria,2013,Biomass,Minerals Mining and Dressing,0.001861229
Algeria,2014,Biomass,Minerals Mining and Dressing,0.00045224
Algeria,2015,Biomass,Minerals Mining and Dressing,0.000512245
Algeria,2016,Biomass,Minerals Mining and Dressing,0.00046996
Algeria,2017,Biomass,Minerals Mining and Dressing,0.000676505
Algeria,2018,Biomass,Minerals Mining and Dressing,0.001681412
Algeria,2019,Biomass,Minerals Mining and Dressing,0.000752517
Algeria,2010,Coal,Minerals Mining and Dressing,0.149779109
Algeria,2011,Coal,Minerals Mining and Dressing,0.024983121
Algeria,2012,Coal,Minerals Mining and Dressing,0.022318255
Algeria,2013,Coal,Minerals Mining and Dressing,0.01932028
Algeria,2014,Coal,Minerals Mining and Dressing,0.006662166
Algeria,2015,Coal,Minerals Mining and Dressing,0.010992573
Algeria,2016,Coal,Minerals Mining and Dressing,0
Algeria,2017,Coal,Minerals Mining and Dressing,0.017987847
Algeria,2018,Coal,Minerals Mining and Dressing,0.032311503
Algeria,2019,Coal,Minerals Mining and Dressing,0.026648663
Algeria,2010,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2011,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2012,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2013,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2014,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2015,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2016,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2017,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2018,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2019,"Crude, NGL, Ref Feeds.",Minerals Mining and Dressing,0
Algeria,2010,Natural gas,Minerals Mining and Dressing,0.261443374
Algeria,2011,Natural gas,Minerals Mining and Dressing,0.223532435
Algeria,2012,Natural gas,Minerals Mining and Dressing,0.21550879
Algeria,2013,Natural gas,Minerals Mining and Dressing,0.186743044
Algeria,2014,Natural gas,Minerals Mining and Dressing,0.183403749
Algeria,2015,Natural gas,Minerals Mining and Dressing,0.172703447
Algeria,2016,Natural gas,Minerals Mining and Dressing,0.118355608
Algeria,2017,Natural gas,Minerals Mining and Dressing,0.19453478
Algeria,2018,Natural gas,Minerals Mining and Dressing,0.334626576
Algeria,2019,Natural gas,Minerals Mining and Dressing,0.600320055
Algeria,2010,Oil products,Minerals Mining and Dressing,0.0495611
Algeria,2011,Oil products,Minerals Mining and Dressing,0.052545555
Algeria,2012,Oil products,Minerals Mining and Dressing,0.050497282
Algeria,2013,Oil products,Minerals Mining and Dressing,0.052939732
Algeria,2014,Oil products,Minerals Mining and Dressing,0.053251868
Algeria,2015,Oil products,Minerals Mining and Dressing,0.05996334
Algeria,2016,Oil products,Minerals Mining and Dressing,0.059056168
Algeria,2017,Oil products,Minerals Mining and Dressing,0.044751892
Algeria,2018,Oil products,Minerals Mining and Dressing,0.018296709
Algeria,2019,Oil products,Minerals Mining and Dressing,0.031147208
Algeria,2010,Biomass,Nonmetal Mineral Products,0
Algeria,2011,Biomass,Nonmetal Mineral Products,0
Algeria,2012,Biomass,Nonmetal Mineral Products,0
Algeria,2013,Biomass,Nonmetal Mineral Products,0
Algeria,2014,Biomass,Nonmetal Mineral Products,0
Algeria,2015,Biomass,Nonmetal Mineral Products,0
Algeria,2016,Biomass,Nonmetal Mineral Products,0
Algeria,2017,Biomass,Nonmetal Mineral Products,0
Algeria,2018,Biomass,Nonmetal Mineral Products,0
Algeria,2019,Biomass,Nonmetal Mineral Products,0
Algeria,2010,Coal,Nonmetal Mineral Products,0
Algeria,2011,Coal,Nonmetal Mineral Products,0
Algeria,2012,Coal,Nonmetal Mineral Products,0
Algeria,2013,Coal,Nonmetal Mineral Products,0
Algeria,2014,Coal,Nonmetal Mineral Products,0
Algeria,2015,Coal,Nonmetal Mineral Products,0
Algeria,2016,Coal,Nonmetal Mineral Products,0
Algeria,2017,Coal,Nonmetal Mineral Products,0
Algeria,2018,Coal,Nonmetal Mineral Products,0
Algeria,2019,Coal,Nonmetal Mineral Products,0
Algeria,2010,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2011,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2012,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2013,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2014,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2015,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2016,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2017,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2018,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2019,"Crude, NGL, Ref Feeds.",Nonmetal Mineral Products,0
Algeria,2010,Natural gas,Nonmetal Mineral Products,4.780413238
Algeria,2011,Natural gas,Nonmetal Mineral Products,4.942473375
Algeria,2012,Natural gas,Nonmetal Mineral Products,5.002341672
Algeria,2013,Natural gas,Nonmetal Mineral Products,5.342201096
Algeria,2014,Natural gas,Nonmetal Mineral Products,5.54884548
Algeria,2015,Natural gas,Nonmetal Mineral Products,5.912112466
Algeria,2016,Natural gas,Nonmetal Mineral Products,6.342640079
Algeria,2017,Natural gas,Nonmetal Mineral Products,6.836704633
Algeria,2018,Natural gas,Nonmetal Mineral Products,7.321479241
Algeria,2019,Natural gas,Nonmetal Mineral Products,7.67492852
Algeria,2010,Oil products,Nonmetal Mineral Products,0.095915116
Algeria,2011,Oil products,Nonmetal Mineral Products,0.087912738
Algeria,2012,Oil products,Nonmetal Mineral Products,0.044337091
Algeria,2013,Oil products,Nonmetal Mineral Products,0.024378707
Algeria,2014,Oil products,Nonmetal Mineral Products,0.024509324
Algeria,2015,Oil products,Nonmetal Mineral Products,0.027747041
Algeria,2016,Oil products,Nonmetal Mineral Products,0.026810469
Algeria,2017,Oil products,Nonmetal Mineral Products,0.027754297
Algeria,2018,Oil products,Nonmetal Mineral Products,0.029249652
Algeria,2019,Oil products,Nonmetal Mineral Products,0.031808577
Algeria,2010,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2011,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2012,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2013,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2014,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2015,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2016,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2017,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2018,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2019,Biomass,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2010,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2011,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2012,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2013,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2014,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2015,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2016,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2017,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2018,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2019,Coal,"Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2010,"Crude, NGL, Ref Feeds.","Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2011,"Crude, NGL, Ref Feeds.","Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
Algeria,2012,"Crude, NGL, Ref Feeds.","Ordinary, Special, Transportation, Electric,  Electronic and Instrument Machinery",0
